_id,id,AgencyName,PrimaryManagerFirst,PrimaryManagerLast,PrimaryManagerEmail,AgencyFacebookLink,AgencyTwitterLink,AgencyPhone,Address,AgencyAddress,Addition,Street Address,AgencyCity,AgencyState,AgencyPostal,AgencyUrl,WhatWeDo,longitude,latitude
53,59,Bloomington Pride Girls' Lacrosse,Leslie,Cook,lacook.purdue@gmail.com,https://www.facebook.com/groups/288527571161339/?ref=bookmarks,,1-317-538-6154,", Clear Creek, IN, 47426",,PO Box 604,,Clear Creek,IN,47426,http://www.bloomingtonlax.com/,"For nearly 8 years, the Bloomington Pride Girls' Lacrosse team strives to promote the health, development and growth of high school girls through the sport of lacrosse in the surrounding Bloomington area. We are a club team associated with the Bloomington Lacrosse League (501[c][3]) and the Indiana Girls Lacrosse Association. Our team is comprised of high school girls from the surrounding Bloomington area (mostly girls from Bloomington HS North and South as well asMartinsville and Ellettsville). Our competitive season is in the spring, but we try to hold events year round (summer camps, fall ball/conditioning, etc.).",-86.54,39.10917
54,60,Bloomington Project School,Amy,Jackson,ajackson@theprojectschool.org,https://www.facebook.com/Bloomingtonprojectschool/,,1-812-558-0041,"349 S. Walnut St., Bloomington, IN, 47401",349 S. Walnut St.,,349 S Walnut St,Bloomington,IN,47401,http://www.bloomingtonprojectschool.org,"The mission of The Project School is to uncover, recover or discover the unique gifts, talents and interests that each child brings to school everyday.",-86.533637,39.163742
55,61,Bloomington Restorations Inc.,Steve,Wyatt,bri@bloomingtonrestorations.org,https://www.facebook.com/Bloomington-Restorations-Inc-123257507779346/?fref=ts&ref=br_tf,,1-812-336-0909,"2920 E. 10th St., Bloomington, IN, 47408",2920 E. 10th St.,,2920 E 10th St,Bloomington,IN,47408,http://www.bloomingtonrestorations.org,Bloomington Restorations Inc. (BRI) strengthens communities by saving restoring and promoting buildings sites and places important to the diverse heritage of Bloomington and Monroe County and develops and promotes affordable housing.,-86.496667,39.17149
56,62,Bloomington SCORE,Nick,Aschliman,btownscore.nick@gmail.com,https://www.facebook.com/BloomingtonSCORE/,https://twitter.com/scorebloomingto,1-812-334-2392,"223 West Dodds St, Bloomington, IN, 47403",223 West Dodds St,,223 W Dodds St,Bloomington,IN,47403,https://bloomington.score.org,Bloomington Indiana is part of SCORE 'Counselors to America's Small Business ' a national nonprofit association dedicated to entrepreneur education and the formation growth and success of the nation's small businesses.Please note our new Website address: https://bloomington.score.org,-86.535897,39.156702
57,63,Bloomington Symphony Orchestra,Donna,Lafferty,bso.donna@gmail.com,https://www.facebook.com/BloomingtonSymphony/,http://twitter.com/@Indiana_BSO,1-812-331-2320,", Bloomington, IN, 47402",,PO Box 1823,,Bloomington,IN,47402,http://www.bloomingtonsymphony.com,"A Gift to the Community  We all know that Bloomington is an amazing place to live and work. Weve got great weather, a fine University, a vibrant community, and access to all sorts of leisure activities, but did you know that were also home to one of the best community orchestras in the Midwest? Now in its 47th season, the Bloomington Symphony Orchestra is one of Bloomingtons most enduring arts organizations.We go to your concerts for more than the great music. We go because of the human touch and artistry that takes us in more mature, more profound directions. Audience feedback 5/3/15Praised for its innovative programming, the all-volunteer Bloomington Symphony Orchestra performs ten concerts per season. From light-hearted holiday pops shows and childrens concerts to the great masterpieces of orchestral music, our programs educate, enlighten, and entertain audiences of every age and background.Peter Jacobi of the Herald-Times calls the Bloomington Symphony Orchestra a gift to the community.Educational Outreach  Did you know that the Bloomington Symphony provides educational outreach to area children?   Childrens Instrument Recovery Program (ChIRP) loans instruments to at-risk families so their children can participate in their school music programs.   Meet the Instruments lets youngsters try all the instruments of the orchestra  from trombones to snare drums to cellos - and get excited about making music for the very first time.   Side-by-Side Concerts pair high school students with orchestral mentors as they prepare and perform major orchestral works.Youth Concerto Competition provides talented high school students with scholarships and a chance to play as a soloist with the orchestra. Violinist Joshua Bell was one of our first winners!  Innovative Programming  One of the things the BSO has worked towards in recent years is to enhance the traditional concert experience, creating more of an event than what most people would envision for a typical orchestral performance. Not that theres anything wrong with a traditional concert experience  weve just found that our audiences appreciate the sort of enrichment this approach can provide.We find ways to be innovative and make each concert memorable, while still maintaining high musical standards, and playing the great orchestral pieces our musicians love to work on. This has led us to experiment with new partnerships  both with other arts organizations, but also stretching ourselves for things like 2015s COSMOS, where we worked with two faculty members from the IU Astronomy Department to present a multi-media performance of Gustav Holsts The Planets.A Brief History  The Bloomington Symphony Orchestra was founded in 1969 by Indiana University conducting graduate student Geoffrey Simon. Concerned about the lack of performance opportunities for the people of Bloomington, Simon requested permission from the Dean of the IU School of Music, Wilfred Bain, to form a community orchestra. Simon envisioned an orchestra open to all serious musicians, regardless of their vocations.",-86.531389,39.14621
58,64,Bloomington Thrift Shop,Cindy,Neidhart,cneidhar@indiana.edu,https://www.facebook.com/BloomingtonThriftShop/,,1-812-332-5851,"220 S. Madison St., Bloomington, IN, 47404",220 S. Madison St.,,220 S Madison St,Bloomington,IN,47404,http://www.bloomingtonthriftshop.com,"The Bloomington Thrift Shop, Inc. is a not-for-profit resale shop. It operates as the fund-raising arm of of Psi Iota Xi, a national philanthropic sorority.  If you want to be a part of dynamic, intelligent women who are dedicated to service and charity, look no further!  We welcome new members who share our zeal for philantrophy  and charitable giving to our community.",-86.53775,39.164841
59,65,Bloomington Transit,Brenda,Underwood,bunder@bloomingtontransit.com,https://www.facebook.com/Bloomington-Transit-382039491831221/,https://twitter.com/BT_Transit,1-812-332-5688,"130 W. Grimes Ln., Bloomington, IN, 47403",130 W. Grimes Ln.,,130 W Grimes Ln,Bloomington,IN,47403,http://www.bloomingtontransit.com,It is the mission of the Bloomington Public Transportation Corporation to provide safe high quality transportation services to the Bloomington community in a cost-effective manner and to make BT and BT Access services more attractive to increasing numbers of people to give special consideration to those whose transportation needs can most often only be served by public transportation (senior citizens persons with disabilities and the economically disadvantaged) to contribute and cooperate towards the economic and social improvement of the community and to provide a safe work environment for BPTC employees based on respect integrity and personal responsibility.,-86.534971,39.153347
60,66,Bloomington Urban Woodlands Project,Savannah,Bennett,savabenn@indiana.edu,https://www.facebook.com/Bloomington-Urban-Woodlands-Project-101450063237432/,https://twitter.com/buwproject,1-908-800-4791,"1001 E. 3rd Street, Bloomington, IN, 47405",1001 E. 3rd Street,,1001 E 3rd St,Bloomington,IN,47405,http://www.indiana.edu/~sustain/programs/buwp/index.php,"We restore, research, and promote healthy forests and reconnect communities with their woodlands. Our current focus is Dunn's Woods and Latimer Woods.",-86.521079,39.164251
61,67,Bloomington Worldwide Friendship,Cindy,York,bloomingtonworldwidefriendship@gmail.com,https://www.facebook.com/BloomingtonWorldwideFriendship/,,1-812-333-4729,", Bloomington, IN, 47407",,PO Box 5425,,Bloomington,IN,47407,http://www.bloomingtonworldwidefriendship.org,Bloomington Worldwide Friendship seeks volunteers to help and be friends with IU international students and visiting scholars. Interested in different cultures? Become a member! Visit our website for details on joining. Consider opening your hearts and home to enhance the world of understanding between and among friends-- we find there is more in common-- than what separates us-- find the common ground among us.,-86.454639,39.24588
62,68,Bloomington Writing Project,Sarah,Dees,bloomingtonwritingproject@gmail.com,,,,"408 E. 6th St., Bloomington, IN, 47408",408 E. 6th St.,"c/o Boxcar Books,",408 E 6th St,Bloomington,IN,47408,https://mcpl.info/commorg/bloomington-writing-project,The mission of the BWP is to cultivate a community of engaged writers by offering opportunities for individuals to share and receive feedback on their ideas and written work. The BWP seeks to create a space for Bloomington residents with varying backgrounds and needs to improve their writing ability through free writing consultation services including writing coaching and Wordshops.,-86.529259,39.16724
63,69,"Bloomington-Posoltega Committee, Sister Cities International",Debbi,Conkle,debbiconkle@gmail.com,https://www.facebook.com/BloomingtonPosoltega,,1-812-606-0522,", Bloomington, IN, 47402",,PO Box 1461,,Bloomington,IN,47402,http://www.bloomingtonposoltega.wordpress.com,"Mission - to promote peace through mutual respect, understanding, & cooperation - one individual, one community at a time.",-86.531389,39.14621
64,70,Boxcar Books & Community Center,Sam,Harrell,sjharrel@indiana.edu,https://www.facebook.com/boxcarbooks/,,1-812-339-8710,"408 E. 6th St., Bloomington, IN, 47408",408 E. 6th St.,,408 E 6th St,Bloomington,IN,47408,http://www.boxcarbooks.org,Boxcar Books and Community Center Inc. is a volunteer run non-profit organization that exists to provide new and used books zines magazines and comics on topics of social justice independent media and fiction for the community to send literature of all types free of charge to prisoners in the midwest; and to provide a meeting space for community and literary groups.,-86.529259,39.16724
65,71,Boy Scout Troop 136,Julie,Ramey,zubat_golbat@hotmail.com,,,1-812-360-7288,"1215 E. Fairwood Dr., Bloomington, IN, 47408",1215 E. Fairwood Dr.,,1215 E Fairwood Dr,Bloomington,IN,47408,,It is the mission of the Boy Scouts of America to prepare young people to make ethical and moral choices over their lifetimes by instilling in them the values of the Scout Oath and Law.,-86.514961,39.221455
66,72,Boys & Girls Clubs Of Bloomington,Jack,Laskey,jlaskey@bgcbloomington.org,https://www.facebook.com/bgcbtown,https://twitter.com/BGCBloomington,1-812-332-5311,"311 S. Lincoln St., Bloomington, IN, 47401",311 S. Lincoln St.,,311 S Lincoln St,Bloomington,IN,47401,http://www.bgcbloomington.org,"The mission of the Boys & Girls Clubs of Bloomington is to empower all young people especially those who need us most to reach their full potential as caring, productive and responsible citizens.",-86.531163,39.164216
67,73,Brewers of Indiana Guild,Lee,Smith,leesmith@brewersofindianaguild.com,https://www.facebook.com/drinkindiana/,,1-812-381-2171,"6507 North Ferguson Street, Indianapolis, IN, 46220",6507 North Ferguson Street,Suite 202,6507 North Ferguson St,Indianapolis,IN,46220,http://www.brewersofindianaguild.com,"To provide a unifying voice for the microbrewers and brewpubs of Indiana, and promote public awareness and appreciation for the quality and variety of beer produced in Indiana.",-86.143878,39.871381
68,74,Bring Hanah Home,Heather,Pawluk,bringhanahhome@gmail.com,http://www.facebook.com/bringhanahhome,,1-812-327-5876,", Bloomington, IN, 47402",,PO Box 113,,Bloomington,IN,47402,http://www.bringhanahhome.org,BHH seeks to increase disaster awareness and work towards standard emergency procedures for all pets.,-86.531389,39.14621
69,75,Brookdale Senior Living Solutions,Brookdale,Bloomington,lgreathouse@brookdale.com,,,1-812-330-0885,"3802 S. Sare Rd, Bloomington, IN, 47401",3802 S. Sare Rd,,3802 S Sare Rd,Bloomington,IN,47401,https://www.brookdale.com/en/communities/brookdale-bloomington.html,"Brookdale Bloomington provides Assisted Living services to seniors in Bloomington, Indiana. Located an hour from Indianapolis, we are situated off of S Sare Road close to East Fork Jackson Creek. Our excellent location allows our seniors close proximity to a variety of amenities. We are down the street from the Internal Medicine Association hospital and just a short drive from Olcott Park.",-86.505478,39.126598
70,76,Brown County Humane Society,Erika,Imhoof,volunteer@bchumane.org,,,1-812-988-7362,"128 SR 135 S., Nashville, IN, 47448",128 SR 135 S.,,128 SR 135 S,Nashville,IN,47448,http://www.bchumane.org,"The Brown County Humane Society is a private, non-profit organization dedicated to serving Brown County's dogs and cats. BCHS has been nationally-recognized as an example of a highly successful rural shelter, and has achieved a 95%+ save rate since 2010. Little Shelter, Big Results.",-86.25,39.21
